Query 	 Document 	 Ranking 	 R/N 	 Precision 			 Recall
1	 	 CACM-0050	  45	 	      N		   0.0	0.0
1	 	 CACM-0234	  46	 	      N		   0.0	0.0
1	 	 CACM-2984	  47	 	      N		   0.0	0.0
1	 	 CACM-3127	  48	 	      N		   0.0	0.0
1	 	 CACM-3048	  49	 	      N		   0.0	0.0
1	 	 CACM-0069	  50	 	      N		   0.0	0.0
1	 	 CACM-0171	  51	 	      N		   0.0	0.0
1	 	 CACM-0198	  52	 	      N		   0.0	0.0
1	 	 CACM-2357	  53	 	      N		   0.0	0.0
1	 	 CACM-1938	  54	 	      N		   0.0	0.0
1	 	 CACM-0190	  55	 	      N		   0.0	0.0
1	 	 CACM-0767	  56	 	      N		   0.0	0.0
1	 	 CACM-1605	  57	 	      R		   0.017543859649122806	0.2
1	 	 CACM-1642	  58	 	      N		   0.017241379310344827	0.2
1	 	 CACM-1410	  59	 	      R		   0.03389830508474576	0.4
1	 	 CACM-0006	  60	 	      N		   0.03333333333333333	0.4
1	 	 CACM-1753	  61	 	      N		   0.03278688524590164	0.4
1	 	 CACM-0971	  62	 	      N		   0.03225806451612903	0.4
1	 	 CACM-0252	  63	 	      N		   0.031746031746031744	0.4
1	 	 CACM-2087	  64	 	      N		   0.03125	0.4
1	 	 CACM-2597	  65	 	      N		   0.03076923076923077	0.4
1	 	 CACM-0818	  66	 	      N		   0.030303030303030304	0.4
1	 	 CACM-1440	  67	 	      N		   0.029850746268656716	0.4
1	 	 CACM-1464	  68	 	      N		   0.029411764705882353	0.4
1	 	 CACM-2557	  69	 	      N		   0.028985507246376812	0.4
1	 	 CACM-3025	  70	 	      N		   0.02857142857142857	0.4
1	 	 CACM-0002	  71	 	      N		   0.028169014084507043	0.4
1	 	 CACM-0047	  72	 	      N		   0.027777777777777776	0.4
1	 	 CACM-0415	  73	 	      N		   0.0273972602739726	0.4
1	 	 CACM-1033	  74	 	      N		   0.02702702702702703	0.4
1	 	 CACM-2948	  75	 	      N		   0.02666666666666667	0.4
1	 	 CACM-1161	  76	 	      N		   0.02631578947368421	0.4
1	 	 CACM-1472	  77	 	      N		   0.025974025974025976	0.4
1	 	 CACM-1462	  78	 	      N		   0.02564102564102564	0.4
1	 	 CACM-2632	  79	 	      N		   0.02531645569620253	0.4
1	 	 CACM-2303	  80	 	      N		   0.025	0.4
1	 	 CACM-2955	  81	 	      N		   0.024691358024691357	0.4
1	 	 CACM-2747	  82	 	      N		   0.024390243902439025	0.4
1	 	 CACM-2627	  83	 	      N		   0.024096385542168676	0.4
1	 	 CACM-2951	  84	 	      N		   0.023809523809523808	0.4
1	 	 CACM-1506	  85	 	      N		   0.023529411764705882	0.4
1	 	 CACM-0073	  86	 	      N		   0.023255813953488372	0.4
1	 	 CACM-0166	  87	 	      N		   0.022988505747126436	0.4
1	 	 CACM-0105	  88	 	      N		   0.022727272727272728	0.4
1	 	 CACM-1209	  89	 	      N		   0.02247191011235955	0.4
1	 	 CACM-1310	  90	 	      N		   0.022222222222222223	0.4
1	 	 CACM-2358	  91	 	      R		   0.03296703296703297	0.6
1	 	 CACM-2868	  92	 	      N		   0.03260869565217391	0.6
1	 	 CACM-1195	  93	 	      N		   0.03225806451612903	0.6
1	 	 CACM-1264	  94	 	      N		   0.031914893617021274	0.6
1	 	 CACM-0033	  95	 	      N		   0.031578947368421054	0.6
1	 	 CACM-0294	  96	 	      N		   0.03125	0.6
1	 	 CACM-0398	  97	 	      N		   0.030927835051546393	0.6
1	 	 CACM-1750	  98	 	      N		   0.030612244897959183	0.6
1	 	 CACM-2375	  99	 	      N		   0.030303030303030304	0.6
1	 	 CACM-2920	  100	 	      N		   0.03	0.6
P@5 for query 1 is: 0.0
P@20 for query 1 is: 0.0
2	 	 CACM-0597	  1	 	      N		   0.0	0.0
2	 	 CACM-0847	  2	 	      N		   0.0	0.0
2	 	 CACM-1305	  3	 	      N		   0.0	0.0
2	 	 CACM-2434	  4	 	      R		   0.25	0.3333333333333333
2	 	 CACM-1168	  5	 	      N		   0.2	0.3333333333333333
2	 	 CACM-1345	  6	 	      N		   0.16666666666666666	0.3333333333333333
2	 	 CACM-1214	  7	 	      N		   0.14285714285714285	0.3333333333333333
2	 	 CACM-1498	  8	 	      N		   0.125	0.3333333333333333
2	 	 CACM-1424	  9	 	      N		   0.1111111111111111	0.3333333333333333
2	 	 CACM-3202	  10	 	      N		   0.1	0.3333333333333333
2	 	 CACM-2863	  11	 	      R		   0.18181818181818182	0.6666666666666666
2	 	 CACM-1625	  12	 	      N		   0.16666666666666666	0.6666666666666666
2	 	 CACM-1183	  13	 	      N		   0.15384615384615385	0.6666666666666666
2	 	 CACM-1867	  14	 	      N		   0.14285714285714285	0.6666666666666666
2	 	 CACM-3189	  15	 	      N		   0.13333333333333333	0.6666666666666666
2	 	 CACM-1215	  16	 	      N		   0.125	0.6666666666666666
2	 	 CACM-1014	  17	 	      N		   0.11764705882352941	0.6666666666666666
2	 	 CACM-3078	  18	 	      R		   0.16666666666666666	1.0
2	 	 CACM-0492	  19	 	      N		   0.15789473684210525	1.0
2	 	 CACM-1046	  20	 	      N		   0.15	1.0
2	 	 CACM-0971	  21	 	      N		   0.14285714285714285	1.0
2	 	 CACM-0435	  22	 	      N		   0.13636363636363635	1.0
2	 	 CACM-1315	  23	 	      N		   0.13043478260869565	1.0
2	 	 CACM-1439	  24	 	      N		   0.125	1.0
2	 	 CACM-1397	  25	 	      N		   0.12	1.0
2	 	 CACM-0728	  26	 	      N		   0.11538461538461539	1.0
2	 	 CACM-1391	  27	 	      N		   0.1111111111111111	1.0
2	 	 CACM-1926	  28	 	      N		   0.10714285714285714	1.0
2	 	 CACM-0397	  29	 	      N		   0.10344827586206896	1.0
2	 	 CACM-1117	  30	 	      N		   0.1	1.0
2	 	 CACM-1861	  31	 	      N		   0.0967741935483871	1.0
2	 	 CACM-3201	  32	 	      N		   0.09375	1.0
2	 	 CACM-2439	  33	 	      N		   0.09090909090909091	1.0
2	 	 CACM-3204	  34	 	      N		   0.08823529411764706	1.0
2	 	 CACM-2645	  35	 	      N		   0.08571428571428572	1.0
2	 	 CACM-1623	  36	 	      N		   0.08333333333333333	1.0
2	 	 CACM-2356	  37	 	      N		   0.08108108108108109	1.0
2	 	 CACM-1486	  38	 	      N		   0.07894736842105263	1.0
2	 	 CACM-1523	  39	 	      N		   0.07692307692307693	1.0
2	 	 CACM-1591	  40	 	      N		   0.075	1.0
2	 	 CACM-1403	  41	 	      N		   0.07317073170731707	1.0
2	 	 CACM-0942	  42	 	      N		   0.07142857142857142	1.0
2	 	 CACM-1464	  43	 	      N		   0.06976744186046512	1.0
2	 	 CACM-1334	  44	 	      N		   0.06818181818181818	1.0
2	 	 CACM-1549	  45	 	      N		   0.06666666666666667	1.0
2	 	 CACM-2519	  46	 	      N		   0.06521739130434782	1.0
2	 	 CACM-3127	  47	 	      N		   0.06382978723404255	1.0
2	 	 CACM-1705	  48	 	      N		   0.0625	1.0
2	 	 CACM-2912	  49	 	      N		   0.061224489795918366	1.0
2	 	 CACM-3199	  50	 	      N		   0.06	1.0
2	 	 CACM-1564	  51	 	      N		   0.058823529411764705	1.0
2	 	 CACM-2937	  52	 	      N		   0.057692307692307696	1.0
2	 	 CACM-1427	  53	 	      N		   0.05660377358490566	1.0
2	 	 CACM-1348	  54	 	      N		   0.05555555555555555	1.0
2	 	 CACM-1161	  55	 	      N		   0.05454545454545454	1.0
2	 	 CACM-1503	  56	 	      N		   0.05357142857142857	1.0
2	 	 CACM-1542	  57	 	      N		   0.05263157894736842	1.0
2	 	 CACM-0282	  58	 	      N		   0.05172413793103448	1.0
2	 	 CACM-2456	  59	 	      N		   0.05084745762711865	1.0
2	 	 CACM-2943	  60	 	      N		   0.05	1.0
2	 	 CACM-1468	  61	 	      N		   0.04918032786885246	1.0
2	 	 CACM-0531	  62	 	      N		   0.04838709677419355	1.0
2	 	 CACM-1676	  63	 	      N		   0.047619047619047616	1.0
2	 	 CACM-2383	  64	 	      N		   0.046875	1.0
2	 	 CACM-2471	  65	 	      N		   0.046153846153846156	1.0
2	 	 CACM-3005	  66	 	      N		   0.045454545454545456	1.0
2	 	 CACM-1469	  67	 	      N		   0.04477611940298507	1.0
2	 	 CACM-2850	  68	 	      N		   0.04411764705882353	1.0
2	 	 CACM-3080	  69	 	      N		   0.043478260869565216	1.0
2	 	 CACM-0616	  70	 	      N		   0.04285714285714286	1.0
2	 	 CACM-1854	  71	 	      N		   0.04225352112676056	1.0
2	 	 CACM-1264	  72	 	      N		   0.041666666666666664	1.0
2	 	 CACM-2317	  73	 	      N		   0.0410958904109589	1.0
2	 	 CACM-2939	  74	 	      N		   0.04054054054054054	1.0
2	 	 CACM-1145	  75	 	      N		   0.04	1.0
2	 	 CACM-1671	  76	 	      N		   0.039473684210526314	1.0
2	 	 CACM-2096	  77	 	      N		   0.03896103896103896	1.0
2	 	 CACM-2812	  78	 	      N		   0.038461538461538464	1.0
2	 	 CACM-1939	  79	 	      N		   0.0379746835443038	1.0
2	 	 CACM-2092	  80	 	      N		   0.0375	1.0
2	 	 CACM-1680	  81	 	      N		   0.037037037037037035	1.0
2	 	 CACM-3160	  82	 	      N		   0.036585365853658534	1.0
2	 	 CACM-0321	  83	 	      N		   0.03614457831325301	1.0
2	 	 CACM-1811	  84	 	      N		   0.03571428571428571	1.0
2	 	 CACM-1741	  85	 	      N		   0.03529411764705882	1.0
2	 	 CACM-2483	  86	 	      N		   0.03488372093023256	1.0
2	 	 CACM-2217	  87	 	      N		   0.034482758620689655	1.0
2	 	 CACM-3077	  88	 	      N		   0.03409090909090909	1.0
2	 	 CACM-2233	  89	 	      N		   0.033707865168539325	1.0
P@5 for query 2 is: 0.2
P@20 for query 2 is: 0.15
3	 	 CACM-0249	  1	 	      N		   0.0	0.0
3	 	 CACM-0929	  2	 	      N		   0.0	0.0
3	 	 CACM-2316	  3	 	      N		   0.0	0.0
3	 	 CACM-2603	  4	 	      N		   0.0	0.0
3	 	 CACM-1466	  5	 	      N		   0.0	0.0
3	 	 CACM-0100	  6	 	      N		   0.0	0.0
3	 	 CACM-0077	  7	 	      N		   0.0	0.0
3	 	 CACM-1313	  8	 	      N		   0.0	0.0
3	 	 CACM-1102	  9	 	      N		   0.0	0.0
3	 	 CACM-1138	  10	 	      N		   0.0	0.0
3	 	 CACM-1142	  11	 	      N		   0.0	0.0
3	 	 CACM-0051	  12	 	      N		   0.0	0.0
3	 	 CACM-2587	  13	 	      N		   0.0	0.0
3	 	 CACM-0463	  14	 	      N		   0.0	0.0
3	 	 CACM-2814	  15	 	      N		   0.0	0.0
3	 	 CACM-2411	  16	 	      N		   0.0	0.0
3	 	 CACM-0651	  17	 	      N		   0.0	0.0
3	 	 CACM-2295	  18	 	      N		   0.0	0.0
3	 	 CACM-0762	  19	 	      N		   0.0	0.0
3	 	 CACM-0920	  20	 	      N		   0.0	0.0
3	 	 CACM-2066	  21	 	      N		   0.0	0.0
3	 	 CACM-2551	  22	 	      N		   0.0	0.0
3	 	 CACM-0628	  23	 	      N		   0.0	0.0
3	 	 CACM-1496	  24	 	      N		   0.0	0.0
3	 	 CACM-2659	  25	 	      N		   0.0	0.0
3	 	 CACM-1098	  26	 	      N		   0.0	0.0
3	 	 CACM-1703	  27	 	      N		   0.0	0.0
3	 	 CACM-2705	  28	 	      N		   0.0	0.0
3	 	 CACM-0205	  29	 	      N		   0.0	0.0
3	 	 CACM-2658	  30	 	      N		   0.0	0.0
3	 	 CACM-1366	  31	 	      N		   0.0	0.0
3	 	 CACM-2782	  32	 	      N		   0.0	0.0
3	 	 CACM-1459	  33	 	      N		   0.0	0.0
3	 	 CACM-0799	  34	 	      N		   0.0	0.0
3	 	 CACM-2661	  35	 	      N		   0.0	0.0
3	 	 CACM-1678	  36	 	      N		   0.0	0.0
3	 	 CACM-1306	  37	 	      N		   0.0	0.0
3	 	 CACM-2495	  38	 	      N		   0.0	0.0
3	 	 CACM-2061	  39	 	      N		   0.0	0.0
3	 	 CACM-1923	  40	 	      N		   0.0	0.0
3	 	 CACM-2112	  41	 	      N		   0.0	0.0
3	 	 CACM-1852	  42	 	      N		   0.0	0.0
3	 	 CACM-2317	  43	 	      N		   0.0	0.0
3	 	 CACM-1723	  44	 	      N		   0.0	0.0
3	 	 CACM-1007	  45	 	      N		   0.0	0.0
3	 	 CACM-3102	  46	 	      N		   0.0	0.0
3	 	 CACM-2647	  47	 	      N		   0.0	0.0
3	 	 CACM-2406	  48	 	      N		   0.0	0.0
3	 	 CACM-3148	  49	 	      N		   0.0	0.0
3	 	 CACM-2939	  50	 	      N		   0.0	0.0
3	 	 CACM-0689	  51	 	      N		   0.0	0.0
3	 	 CACM-1467	  52	 	      N		   0.0	0.0
3	 	 CACM-3150	  53	 	      N		   0.0	0.0
3	 	 CACM-1485	  54	 	      N		   0.0	0.0
3	 	 CACM-1402	  55	 	      N		   0.0	0.0
3	 	 CACM-2084	  56	 	      N		   0.0	0.0
3	 	 CACM-2645	  57	 	      N		   0.0	0.0
3	 	 CACM-0070	  58	 	      N		   0.0	0.0
3	 	 CACM-2886	  59	 	      N		   0.0	0.0
3	 	 CACM-2579	  60	 	      N		   0.0	0.0
3	 	 CACM-2921	  61	 	      N		   0.0	0.0
3	 	 CACM-1134	  62	 	      R		   0.016129032258064516	0.16666666666666666
3	 	 CACM-2111	  63	 	      N		   0.015873015873015872	0.16666666666666666
3	 	 CACM-3093	  64	 	      N		   0.015625	0.16666666666666666
3	 	 CACM-1835	  65	 	      N		   0.015384615384615385	0.16666666666666666
3	 	 CACM-3099	  66	 	      N		   0.015151515151515152	0.16666666666666666
3	 	 CACM-2305	  67	 	      N		   0.014925373134328358	0.16666666666666666
3	 	 CACM-1788	  68	 	      N		   0.014705882352941176	0.16666666666666666
3	 	 CACM-2684	  69	 	      N		   0.014492753623188406	0.16666666666666666
3	 	 CACM-2710	  70	 	      N		   0.014285714285714285	0.16666666666666666
3	 	 CACM-3030	  71	 	      N		   0.014084507042253521	0.16666666666666666
3	 	 CACM-3105	  72	 	      N		   0.013888888888888888	0.16666666666666666
3	 	 CACM-2685	  73	 	      N		   0.0136986301369863	0.16666666666666666
3	 	 CACM-2941	  74	 	      N		   0.013513513513513514	0.16666666666666666
3	 	 CACM-0252	  75	 	      N		   0.013333333333333334	0.16666666666666666
3	 	 CACM-2126	  76	 	      N		   0.013157894736842105	0.16666666666666666
3	 	 CACM-1785	  77	 	      N		   0.012987012987012988	0.16666666666666666
3	 	 CACM-2064	  78	 	      N		   0.01282051282051282	0.16666666666666666
3	 	 CACM-3115	  79	 	      N		   0.012658227848101266	0.16666666666666666
3	 	 CACM-0058	  80	 	      N		   0.0125	0.16666666666666666
3	 	 CACM-2449	  81	 	      N		   0.012345679012345678	0.16666666666666666
3	 	 CACM-2254	  82	 	      N		   0.012195121951219513	0.16666666666666666
3	 	 CACM-0265	  83	 	      N		   0.012048192771084338	0.16666666666666666
3	 	 CACM-2534	  84	 	      N		   0.011904761904761904	0.16666666666666666
3	 	 CACM-1565	  85	 	      N		   0.011764705882352941	0.16666666666666666
3	 	 CACM-2148	  86	 	      N		   0.011627906976744186	0.16666666666666666
3	 	 CACM-1682	  87	 	      N		   0.011494252873563218	0.16666666666666666
3	 	 CACM-0990	  88	 	      N		   0.011363636363636364	0.16666666666666666
3	 	 CACM-1223	  89	 	      N		   0.011235955056179775	0.16666666666666666
3	 	 CACM-1457	  90	 	      N		   0.011111111111111112	0.16666666666666666
3	 	 CACM-1314	  91	 	      N		   0.01098901098901099	0.16666666666666666
3	 	 CACM-2192	  92	 	      N		   0.010869565217391304	0.16666666666666666
3	 	 CACM-2708	  93	 	      N		   0.010752688172043012	0.16666666666666666
3	 	 CACM-1135	  94	 	      N		   0.010638297872340425	0.16666666666666666
3	 	 CACM-1783	  95	 	      N		   0.010526315789473684	0.16666666666666666
3	 	 CACM-2423	  96	 	      N		   0.010416666666666666	0.16666666666666666
3	 	 CACM-2870	  97	 	      N		   0.010309278350515464	0.16666666666666666
3	 	 CACM-2904	  98	 	      N		   0.01020408163265306	0.16666666666666666
3	 	 CACM-2558	  99	 	      N		   0.010101010101010102	0.16666666666666666
3	 	 CACM-2138	  100	 	      N		   0.01	0.16666666666666666
P@5 for query 3 is: 0.0
P@20 for query 3 is: 0.0
4	 	 CACM-3043	  1	 	      R		   1.0	0.08333333333333333
4	 	 CACM-1943	  2	 	      N		   0.5	0.08333333333333333
4	 	 CACM-2844	  3	 	      N		   0.3333333333333333	0.08333333333333333
4	 	 CACM-2445	  4	 	      N		   0.25	0.08333333333333333
4	 	 CACM-2578	  5	 	      N		   0.2	0.08333333333333333
4	 	 CACM-0403	  6	 	      N		   0.16666666666666666	0.08333333333333333
4	 	 CACM-2895	  7	 	      N		   0.14285714285714285	0.08333333333333333
4	 	 CACM-1759	  8	 	      N		   0.125	0.08333333333333333
4	 	 CACM-0425	  9	 	      N		   0.1111111111111111	0.08333333333333333
4	 	 CACM-3103	  10	 	      N		   0.1	0.08333333333333333
4	 	 CACM-0876	  11	 	      N		   0.09090909090909091	0.08333333333333333
4	 	 CACM-2958	  12	 	      N		   0.08333333333333333	0.08333333333333333
4	 	 CACM-2342	  13	 	      N		   0.07692307692307693	0.08333333333333333
4	 	 CACM-2519	  14	 	      N		   0.07142857142857142	0.08333333333333333
4	 	 CACM-3128	  15	 	      R		   0.13333333333333333	0.16666666666666666
4	 	 CACM-0883	  16	 	      N		   0.125	0.16666666666666666
4	 	 CACM-0412	  17	 	      N		   0.11764705882352941	0.16666666666666666
4	 	 CACM-2331	  18	 	      N		   0.1111111111111111	0.16666666666666666
4	 	 CACM-1985	  19	 	      N		   0.10526315789473684	0.16666666666666666
4	 	 CACM-0074	  20	 	      N		   0.1	0.16666666666666666
4	 	 CACM-0345	  21	 	      N		   0.09523809523809523	0.16666666666666666
4	 	 CACM-3148	  22	 	      N		   0.09090909090909091	0.16666666666666666
4	 	 CACM-3137	  23	 	      N		   0.08695652173913043	0.16666666666666666
4	 	 CACM-0346	  24	 	      N		   0.08333333333333333	0.16666666666666666
4	 	 CACM-2377	  25	 	      N		   0.08	0.16666666666666666
4	 	 CACM-2439	  26	 	      N		   0.07692307692307693	0.16666666666666666
4	 	 CACM-0253	  27	 	      N		   0.07407407407407407	0.16666666666666666
4	 	 CACM-1369	  28	 	      N		   0.07142857142857142	0.16666666666666666
4	 	 CACM-3073	  29	 	      R		   0.10344827586206896	0.25
4	 	 CACM-0877	  30	 	      N		   0.1	0.25
4	 	 CACM-1494	  31	 	      N		   0.0967741935483871	0.25
4	 	 CACM-1863	  32	 	      N		   0.09375	0.25
4	 	 CACM-0091	  33	 	      N		   0.09090909090909091	0.25
4	 	 CACM-1150	  34	 	      N		   0.08823529411764706	0.25
4	 	 CACM-2376	  35	 	      N		   0.08571428571428572	0.25
4	 	 CACM-1729	  36	 	      N		   0.08333333333333333	0.25
4	 	 CACM-2223	  37	 	      N		   0.08108108108108109	0.25
4	 	 CACM-2562	  38	 	      N		   0.07894736842105263	0.25
4	 	 CACM-2666	  39	 	      N		   0.07692307692307693	0.25
4	 	 CACM-0232	  40	 	      N		   0.075	0.25
4	 	 CACM-2939	  41	 	      N		   0.07317073170731707	0.25
4	 	 CACM-0483	  42	 	      N		   0.07142857142857142	0.25
4	 	 CACM-0052	  43	 	      N		   0.06976744186046512	0.25
4	 	 CACM-1342	  44	 	      N		   0.06818181818181818	0.25
4	 	 CACM-2501	  45	 	      N		   0.06666666666666667	0.25
4	 	 CACM-3082	  46	 	      R		   0.08695652173913043	0.3333333333333333
4	 	 CACM-2371	  47	 	      R		   0.10638297872340426	0.4166666666666667
4	 	 CACM-1399	  48	 	      N		   0.10416666666666667	0.4166666666666667
4	 	 CACM-2949	  49	 	      N		   0.10204081632653061	0.4166666666666667
4	 	 CACM-2133	  50	 	      N		   0.1	0.4166666666666667
4	 	 CACM-2849	  51	 	      N		   0.09803921568627451	0.4166666666666667
4	 	 CACM-2096	  52	 	      N		   0.09615384615384616	0.4166666666666667
4	 	 CACM-3141	  53	 	      N		   0.09433962264150944	0.4166666666666667
4	 	 CACM-3171	  54	 	      N		   0.09259259259259259	0.4166666666666667
4	 	 CACM-3018	  55	 	      N		   0.09090909090909091	0.4166666666666667
4	 	 CACM-2170	  56	 	      N		   0.08928571428571429	0.4166666666666667
4	 	 CACM-0943	  57	 	      N		   0.08771929824561403	0.4166666666666667
4	 	 CACM-2848	  58	 	      N		   0.08620689655172414	0.4166666666666667
4	 	 CACM-0088	  59	 	      N		   0.0847457627118644	0.4166666666666667
4	 	 CACM-2436	  60	 	      N		   0.08333333333333333	0.4166666666666667
4	 	 CACM-1157	  61	 	      N		   0.08196721311475409	0.4166666666666667
4	 	 CACM-2536	  62	 	      N		   0.08064516129032258	0.4166666666666667
4	 	 CACM-3049	  63	 	      N		   0.07936507936507936	0.4166666666666667
4	 	 CACM-2134	  64	 	      N		   0.078125	0.4166666666666667
4	 	 CACM-0409	  65	 	      N		   0.07692307692307693	0.4166666666666667
4	 	 CACM-1153	  66	 	      N		   0.07575757575757576	0.4166666666666667
4	 	 CACM-2877	  67	 	      N		   0.07462686567164178	0.4166666666666667
4	 	 CACM-1573	  68	 	      N		   0.07352941176470588	0.4166666666666667
4	 	 CACM-1667	  69	 	      N		   0.07246376811594203	0.4166666666666667
4	 	 CACM-1893	  70	 	      N		   0.07142857142857142	0.4166666666666667
4	 	 CACM-1014	  71	 	      N		   0.07042253521126761	0.4166666666666667
4	 	 CACM-2742	  72	 	      N		   0.06944444444444445	0.4166666666666667
4	 	 CACM-1224	  73	 	      N		   0.0684931506849315	0.4166666666666667
4	 	 CACM-2174	  74	 	      N		   0.06756756756756757	0.4166666666666667
4	 	 CACM-2215	  75	 	      N		   0.06666666666666667	0.4166666666666667
4	 	 CACM-0975	  76	 	      N		   0.06578947368421052	0.4166666666666667
4	 	 CACM-1250	  77	 	      N		   0.06493506493506493	0.4166666666666667
4	 	 CACM-1560	  78	 	      N		   0.0641025641025641	0.4166666666666667
4	 	 CACM-2900	  79	 	      N		   0.06329113924050633	0.4166666666666667
4	 	 CACM-1135	  80	 	      N		   0.0625	0.4166666666666667
4	 	 CACM-0124	  81	 	      N		   0.06172839506172839	0.4166666666666667
4	 	 CACM-1780	  82	 	      N		   0.06097560975609756	0.4166666666666667
4	 	 CACM-2173	  83	 	      N		   0.060240963855421686	0.4166666666666667
4	 	 CACM-1584	  84	 	      N		   0.05952380952380952	0.4166666666666667
4	 	 CACM-2706	  85	 	      N		   0.058823529411764705	0.4166666666666667
4	 	 CACM-1905	  86	 	      N		   0.05813953488372093	0.4166666666666667
4	 	 CACM-2812	  87	 	      N		   0.05747126436781609	0.4166666666666667
4	 	 CACM-2912	  88	 	      R		   0.06818181818181818	0.5
4	 	 CACM-0327	  89	 	      N		   0.06741573033707865	0.5
4	 	 CACM-0020	  90	 	      N		   0.06666666666666667	0.5
4	 	 CACM-1681	  91	 	      N		   0.06593406593406594	0.5
4	 	 CACM-2969	  92	 	      N		   0.06521739130434782	0.5
4	 	 CACM-1623	  93	 	      N		   0.06451612903225806	0.5
4	 	 CACM-3184	  94	 	      N		   0.06382978723404255	0.5
4	 	 CACM-1363	  95	 	      N		   0.06315789473684211	0.5
4	 	 CACM-0156	  96	 	      N		   0.0625	0.5
4	 	 CACM-1338	  97	 	      N		   0.061855670103092786	0.5
4	 	 CACM-2932	  98	 	      N		   0.061224489795918366	0.5
4	 	 CACM-3101	  99	 	      N		   0.06060606060606061	0.5
4	 	 CACM-0753	  100	 	      N		   0.06	0.5
P@5 for query 4 is: 0.2
P@20 for query 4 is: 0.1
5	 	 CACM-1395	  1	 	      N		   0.0	0.0
5	 	 CACM-1923	  2	 	      N		   0.0	0.0
5	 	 CACM-2960	  3	 	      N		   0.0	0.0
5	 	 CACM-2035	  4	 	      R		   0.25	0.125
5	 	 CACM-2321	  5	 	      N		   0.2	0.125
5	 	 CACM-2629	  6	 	      N		   0.16666666666666666	0.125
5	 	 CACM-2271	  7	 	      N		   0.14285714285714285	0.125
5	 	 CACM-0756	  8	 	      N		   0.125	0.125
5	 	 CACM-0529	  9	 	      N		   0.1111111111111111	0.125
5	 	 CACM-1682	  10	 	      N		   0.1	0.125
5	 	 CACM-0153	  11	 	      N		   0.09090909090909091	0.125
5	 	 CACM-3144	  12	 	      N		   0.08333333333333333	0.125
5	 	 CACM-1829	  13	 	      N		   0.07692307692307693	0.125
5	 	 CACM-2942	  14	 	      N		   0.07142857142857142	0.125
5	 	 CACM-2399	  15	 	      R		   0.13333333333333333	0.25
5	 	 CACM-0164	  16	 	      N		   0.125	0.25
5	 	 CACM-0023	  17	 	      N		   0.11764705882352941	0.25
5	 	 CACM-0267	  18	 	      N		   0.1111111111111111	0.25
5	 	 CACM-2299	  19	 	      R		   0.15789473684210525	0.375
5	 	 CACM-1742	  20	 	      N		   0.15	0.375
5	 	 CACM-0946	  21	 	      N		   0.14285714285714285	0.375
5	 	 CACM-0251	  22	 	      N		   0.13636363636363635	0.375
5	 	 CACM-0173	  23	 	      N		   0.13043478260869565	0.375
