Query 	 Document 	 Ranking 	 R/N 	 Precision 			 Recall
1	 	 CACM-0818	  64	 	      N		   0.0	0.0
1	 	 CACM-1440	  65	 	      N		   0.0	0.0
1	 	 CACM-0202	  66	 	      N		   0.0	0.0
1	 	 CACM-1238	  67	 	      N		   0.0	0.0
1	 	 CACM-0852	  68	 	      N		   0.0	0.0
1	 	 CACM-3162	  69	 	      N		   0.0	0.0
1	 	 CACM-3091	  70	 	      N		   0.0	0.0
1	 	 CACM-0656	  71	 	      N		   0.0	0.0
1	 	 CACM-0166	  72	 	      N		   0.0	0.0
1	 	 CACM-2105	  73	 	      N		   0.0	0.0
1	 	 CACM-0705	  74	 	      N		   0.0	0.0
1	 	 CACM-1682	  75	 	      N		   0.0	0.0
1	 	 CACM-2959	  76	 	      N		   0.0	0.0
1	 	 CACM-0203	  77	 	      N		   0.0	0.0
1	 	 CACM-0439	  78	 	      N		   0.0	0.0
1	 	 CACM-2690	  79	 	      N		   0.0	0.0
1	 	 CACM-2126	  80	 	      N		   0.0	0.0
1	 	 CACM-0105	  81	 	      N		   0.0	0.0
1	 	 CACM-1209	  82	 	      N		   0.0	0.0
1	 	 CACM-1310	  83	 	      N		   0.0	0.0
1	 	 CACM-2845	  84	 	      N		   0.0	0.0
1	 	 CACM-1505	  85	 	      N		   0.0	0.0
1	 	 CACM-2894	  86	 	      N		   0.0	0.0
1	 	 CACM-3087	  87	 	      N		   0.0	0.0
1	 	 CACM-2811	  88	 	      N		   0.0	0.0
1	 	 CACM-2153	  89	 	      N		   0.0	0.0
1	 	 CACM-2853	  90	 	      N		   0.0	0.0
1	 	 CACM-3180	  91	 	      N		   0.0	0.0
1	 	 CACM-0033	  92	 	      N		   0.0	0.0
1	 	 CACM-0888	  93	 	      N		   0.0	0.0
1	 	 CACM-1853	  94	 	      N		   0.0	0.0
1	 	 CACM-0189	  95	 	      N		   0.0	0.0
1	 	 CACM-0143	  96	 	      N		   0.0	0.0
1	 	 CACM-2759	  97	 	      N		   0.0	0.0
1	 	 CACM-2841	  98	 	      N		   0.0	0.0
1	 	 CACM-2992	  99	 	      N		   0.0	0.0
1	 	 CACM-1295	  100	 	      N		   0.0	0.0
P@5 for query 1 is: 0.0
P@20 for query 1 is: 0.0
2	 	 CACM-0597	  1	 	      N		   0.0	0.0
2	 	 CACM-0847	  2	 	      N		   0.0	0.0
2	 	 CACM-1305	  3	 	      N		   0.0	0.0
2	 	 CACM-1168	  4	 	      N		   0.0	0.0
2	 	 CACM-1345	  5	 	      N		   0.0	0.0
2	 	 CACM-1214	  6	 	      N		   0.0	0.0
2	 	 CACM-1498	  7	 	      N		   0.0	0.0
2	 	 CACM-1424	  8	 	      N		   0.0	0.0
2	 	 CACM-3202	  9	 	      N		   0.0	0.0
2	 	 CACM-1625	  10	 	      N		   0.0	0.0
2	 	 CACM-1183	  11	 	      N		   0.0	0.0
2	 	 CACM-3189	  12	 	      N		   0.0	0.0
2	 	 CACM-1215	  13	 	      N		   0.0	0.0
2	 	 CACM-2434	  14	 	      R		   0.07142857142857142	0.3333333333333333
2	 	 CACM-0971	  15	 	      N		   0.06666666666666667	0.3333333333333333
2	 	 CACM-1315	  16	 	      N		   0.0625	0.3333333333333333
2	 	 CACM-1439	  17	 	      N		   0.058823529411764705	0.3333333333333333
2	 	 CACM-0728	  18	 	      N		   0.05555555555555555	0.3333333333333333
2	 	 CACM-1391	  19	 	      N		   0.05263157894736842	0.3333333333333333
2	 	 CACM-1867	  20	 	      N		   0.05	0.3333333333333333
2	 	 CACM-1926	  21	 	      N		   0.047619047619047616	0.3333333333333333
2	 	 CACM-1117	  22	 	      N		   0.045454545454545456	0.3333333333333333
2	 	 CACM-1861	  23	 	      N		   0.043478260869565216	0.3333333333333333
2	 	 CACM-3201	  24	 	      N		   0.041666666666666664	0.3333333333333333
2	 	 CACM-2439	  25	 	      N		   0.04	0.3333333333333333
2	 	 CACM-3204	  26	 	      N		   0.038461538461538464	0.3333333333333333
2	 	 CACM-2645	  27	 	      N		   0.037037037037037035	0.3333333333333333
2	 	 CACM-1014	  28	 	      N		   0.03571428571428571	0.3333333333333333
2	 	 CACM-2356	  29	 	      N		   0.034482758620689655	0.3333333333333333
2	 	 CACM-2863	  30	 	      R		   0.06666666666666667	0.6666666666666666
2	 	 CACM-1486	  31	 	      N		   0.06451612903225806	0.6666666666666666
2	 	 CACM-1523	  32	 	      N		   0.0625	0.6666666666666666
2	 	 CACM-0492	  33	 	      N		   0.06060606060606061	0.6666666666666666
2	 	 CACM-1591	  34	 	      N		   0.058823529411764705	0.6666666666666666
2	 	 CACM-1403	  35	 	      N		   0.05714285714285714	0.6666666666666666
2	 	 CACM-0942	  36	 	      N		   0.05555555555555555	0.6666666666666666
2	 	 CACM-1464	  37	 	      N		   0.05405405405405406	0.6666666666666666
2	 	 CACM-1334	  38	 	      N		   0.05263157894736842	0.6666666666666666
2	 	 CACM-1549	  39	 	      N		   0.05128205128205128	0.6666666666666666
2	 	 CACM-2519	  40	 	      N		   0.05	0.6666666666666666
2	 	 CACM-3127	  41	 	      N		   0.04878048780487805	0.6666666666666666
2	 	 CACM-1705	  42	 	      N		   0.047619047619047616	0.6666666666666666
2	 	 CACM-0435	  43	 	      N		   0.046511627906976744	0.6666666666666666
2	 	 CACM-2912	  44	 	      N		   0.045454545454545456	0.6666666666666666
2	 	 CACM-3199	  45	 	      N		   0.044444444444444446	0.6666666666666666
2	 	 CACM-1564	  46	 	      N		   0.043478260869565216	0.6666666666666666
2	 	 CACM-2937	  47	 	      N		   0.0425531914893617	0.6666666666666666
2	 	 CACM-1427	  48	 	      N		   0.041666666666666664	0.6666666666666666
2	 	 CACM-1348	  49	 	      N		   0.04081632653061224	0.6666666666666666
2	 	 CACM-1397	  50	 	      N		   0.04	0.6666666666666666
2	 	 CACM-1046	  51	 	      N		   0.0392156862745098	0.6666666666666666
2	 	 CACM-3078	  52	 	      R		   0.057692307692307696	1.0
2	 	 CACM-1161	  53	 	      N		   0.05660377358490566	1.0
2	 	 CACM-1503	  54	 	      N		   0.05555555555555555	1.0
2	 	 CACM-1542	  55	 	      N		   0.05454545454545454	1.0
2	 	 CACM-0282	  56	 	      N		   0.05357142857142857	1.0
2	 	 CACM-2456	  57	 	      N		   0.05263157894736842	1.0
2	 	 CACM-2943	  58	 	      N		   0.05172413793103448	1.0
2	 	 CACM-1468	  59	 	      N		   0.05084745762711865	1.0
2	 	 CACM-1676	  60	 	      N		   0.05	1.0
2	 	 CACM-2383	  61	 	      N		   0.04918032786885246	1.0
2	 	 CACM-1623	  62	 	      N		   0.04838709677419355	1.0
2	 	 CACM-2471	  63	 	      N		   0.047619047619047616	1.0
2	 	 CACM-3005	  64	 	      N		   0.046875	1.0
2	 	 CACM-1469	  65	 	      N		   0.046153846153846156	1.0
2	 	 CACM-2850	  66	 	      N		   0.045454545454545456	1.0
2	 	 CACM-3080	  67	 	      N		   0.04477611940298507	1.0
2	 	 CACM-1854	  68	 	      N		   0.04411764705882353	1.0
2	 	 CACM-0397	  69	 	      N		   0.043478260869565216	1.0
2	 	 CACM-1264	  70	 	      N		   0.04285714285714286	1.0
2	 	 CACM-2317	  71	 	      N		   0.04225352112676056	1.0
2	 	 CACM-2939	  72	 	      N		   0.041666666666666664	1.0
2	 	 CACM-1145	  73	 	      N		   0.0410958904109589	1.0
2	 	 CACM-1671	  74	 	      N		   0.04054054054054054	1.0
2	 	 CACM-2096	  75	 	      N		   0.04	1.0
2	 	 CACM-2812	  76	 	      N		   0.039473684210526314	1.0
2	 	 CACM-1939	  77	 	      N		   0.03896103896103896	1.0
2	 	 CACM-2092	  78	 	      N		   0.038461538461538464	1.0
2	 	 CACM-1680	  79	 	      N		   0.0379746835443038	1.0
2	 	 CACM-3160	  80	 	      N		   0.0375	1.0
2	 	 CACM-0321	  81	 	      N		   0.037037037037037035	1.0
2	 	 CACM-0531	  82	 	      N		   0.036585365853658534	1.0
2	 	 CACM-1811	  83	 	      N		   0.03614457831325301	1.0
2	 	 CACM-1741	  84	 	      N		   0.03571428571428571	1.0
2	 	 CACM-2483	  85	 	      N		   0.03529411764705882	1.0
2	 	 CACM-0616	  86	 	      N		   0.03488372093023256	1.0
2	 	 CACM-2217	  87	 	      N		   0.034482758620689655	1.0
2	 	 CACM-3077	  88	 	      N		   0.03409090909090909	1.0
2	 	 CACM-2233	  89	 	      N		   0.033707865168539325	1.0
P@5 for query 2 is: 0.0
P@20 for query 2 is: 0.05
3	 	 CACM-0249	  1	 	      N		   0.0	0.0
3	 	 CACM-2316	  2	 	      N		   0.0	0.0
3	 	 CACM-2603	  3	 	      N		   0.0	0.0
3	 	 CACM-0929	  4	 	      N		   0.0	0.0
3	 	 CACM-1466	  5	 	      N		   0.0	0.0
3	 	 CACM-1102	  6	 	      N		   0.0	0.0
3	 	 CACM-1138	  7	 	      N		   0.0	0.0
3	 	 CACM-1142	  8	 	      N		   0.0	0.0
3	 	 CACM-0463	  9	 	      N		   0.0	0.0
3	 	 CACM-2814	  10	 	      N		   0.0	0.0
3	 	 CACM-0100	  11	 	      N		   0.0	0.0
3	 	 CACM-0651	  12	 	      N		   0.0	0.0
3	 	 CACM-0077	  13	 	      N		   0.0	0.0
3	 	 CACM-1313	  14	 	      N		   0.0	0.0
3	 	 CACM-2295	  15	 	      N		   0.0	0.0
3	 	 CACM-0762	  16	 	      N		   0.0	0.0
3	 	 CACM-0920	  17	 	      N		   0.0	0.0
3	 	 CACM-0628	  18	 	      N		   0.0	0.0
3	 	 CACM-0051	  19	 	      N		   0.0	0.0
3	 	 CACM-1098	  20	 	      N		   0.0	0.0
3	 	 CACM-1703	  21	 	      N		   0.0	0.0
3	 	 CACM-2587	  22	 	      N		   0.0	0.0
3	 	 CACM-2705	  23	 	      N		   0.0	0.0
3	 	 CACM-1366	  24	 	      N		   0.0	0.0
3	 	 CACM-2782	  25	 	      N		   0.0	0.0
3	 	 CACM-1459	  26	 	      N		   0.0	0.0
3	 	 CACM-2066	  27	 	      N		   0.0	0.0
3	 	 CACM-2551	  28	 	      N		   0.0	0.0
3	 	 CACM-2659	  29	 	      N		   0.0	0.0
3	 	 CACM-2661	  30	 	      N		   0.0	0.0
3	 	 CACM-1678	  31	 	      N		   0.0	0.0
3	 	 CACM-1306	  32	 	      N		   0.0	0.0
3	 	 CACM-2658	  33	 	      N		   0.0	0.0
3	 	 CACM-1923	  34	 	      N		   0.0	0.0
3	 	 CACM-1852	  35	 	      N		   0.0	0.0
3	 	 CACM-2317	  36	 	      N		   0.0	0.0
3	 	 CACM-2647	  37	 	      N		   0.0	0.0
3	 	 CACM-2406	  38	 	      N		   0.0	0.0
3	 	 CACM-3148	  39	 	      N		   0.0	0.0
3	 	 CACM-0689	  40	 	      N		   0.0	0.0
3	 	 CACM-1467	  41	 	      N		   0.0	0.0
3	 	 CACM-3150	  42	 	      N		   0.0	0.0
3	 	 CACM-1485	  43	 	      N		   0.0	0.0
3	 	 CACM-2495	  44	 	      N		   0.0	0.0
3	 	 CACM-2084	  45	 	      N		   0.0	0.0
3	 	 CACM-2645	  46	 	      N		   0.0	0.0
3	 	 CACM-1835	  47	 	      N		   0.0	0.0
3	 	 CACM-2305	  48	 	      N		   0.0	0.0
3	 	 CACM-2710	  49	 	      N		   0.0	0.0
3	 	 CACM-1723	  50	 	      N		   0.0	0.0
3	 	 CACM-1007	  51	 	      N		   0.0	0.0
3	 	 CACM-3105	  52	 	      N		   0.0	0.0
3	 	 CACM-2941	  53	 	      N		   0.0	0.0
3	 	 CACM-2126	  54	 	      N		   0.0	0.0
3	 	 CACM-0070	  55	 	      N		   0.0	0.0
3	 	 CACM-2254	  56	 	      N		   0.0	0.0
3	 	 CACM-0265	  57	 	      N		   0.0	0.0
3	 	 CACM-2148	  58	 	      N		   0.0	0.0
3	 	 CACM-2111	  59	 	      N		   0.0	0.0
3	 	 CACM-0990	  60	 	      N		   0.0	0.0
3	 	 CACM-1457	  61	 	      N		   0.0	0.0
3	 	 CACM-3099	  62	 	      N		   0.0	0.0
3	 	 CACM-2192	  63	 	      N		   0.0	0.0
3	 	 CACM-2558	  64	 	      N		   0.0	0.0
3	 	 CACM-0303	  65	 	      N		   0.0	0.0
3	 	 CACM-2717	  66	 	      N		   0.0	0.0
3	 	 CACM-1163	  67	 	      N		   0.0	0.0
3	 	 CACM-2873	  68	 	      N		   0.0	0.0
3	 	 CACM-3171	  69	 	      N		   0.0	0.0
3	 	 CACM-2956	  70	 	      N		   0.0	0.0
3	 	 CACM-2685	  71	 	      N		   0.0	0.0
3	 	 CACM-2650	  72	 	      N		   0.0	0.0
3	 	 CACM-3185	  73	 	      N		   0.0	0.0
3	 	 CACM-2652	  74	 	      N		   0.0	0.0
3	 	 CACM-1402	  75	 	      N		   0.0	0.0
3	 	 CACM-1785	  76	 	      N		   0.0	0.0
3	 	 CACM-2546	  77	 	      N		   0.0	0.0
3	 	 CACM-2064	  78	 	      N		   0.0	0.0
3	 	 CACM-0058	  79	 	      N		   0.0	0.0
3	 	 CACM-2449	  80	 	      N		   0.0	0.0
3	 	 CACM-2699	  81	 	      N		   0.0	0.0
3	 	 CACM-3188	  82	 	      N		   0.0	0.0
3	 	 CACM-3198	  83	 	      N		   0.0	0.0
3	 	 CACM-1134	  84	 	      R		   0.011904761904761904	0.16666666666666666
3	 	 CACM-1911	  85	 	      N		   0.011764705882352941	0.16666666666666666
3	 	 CACM-3077	  86	 	      N		   0.011627906976744186	0.16666666666666666
3	 	 CACM-1565	  87	 	      N		   0.011494252873563218	0.16666666666666666
3	 	 CACM-1084	  88	 	      N		   0.011363636363636364	0.16666666666666666
3	 	 CACM-1682	  89	 	      N		   0.011235955056179775	0.16666666666666666
3	 	 CACM-2267	  90	 	      N		   0.011111111111111112	0.16666666666666666
3	 	 CACM-1314	  91	 	      N		   0.01098901098901099	0.16666666666666666
3	 	 CACM-2708	  92	 	      N		   0.010869565217391304	0.16666666666666666
3	 	 CACM-1469	  93	 	      N		   0.010752688172043012	0.16666666666666666
3	 	 CACM-2423	  94	 	      N		   0.010638297872340425	0.16666666666666666
3	 	 CACM-2870	  95	 	      N		   0.010526315789473684	0.16666666666666666
3	 	 CACM-1282	  96	 	      N		   0.010416666666666666	0.16666666666666666
3	 	 CACM-0949	  97	 	      N		   0.010309278350515464	0.16666666666666666
3	 	 CACM-2704	  98	 	      N		   0.01020408163265306	0.16666666666666666
3	 	 CACM-2904	  99	 	      N		   0.010101010101010102	0.16666666666666666
3	 	 CACM-1491	  100	 	      N		   0.01	0.16666666666666666
P@5 for query 3 is: 0.0
P@20 for query 3 is: 0.0
4	 	 CACM-2445	  1	 	      N		   0.0	0.0
4	 	 CACM-1759	  2	 	      N		   0.0	0.0
4	 	 CACM-1943	  3	 	      N		   0.0	0.0
4	 	 CACM-0403	  4	 	      N		   0.0	0.0
4	 	 CACM-2331	  5	 	      N		   0.0	0.0
4	 	 CACM-1985	  6	 	      N		   0.0	0.0
4	 	 CACM-2844	  7	 	      N		   0.0	0.0
4	 	 CACM-1863	  8	 	      N		   0.0	0.0
4	 	 CACM-1729	  9	 	      N		   0.0	0.0
4	 	 CACM-2223	  10	 	      N		   0.0	0.0
4	 	 CACM-2562	  11	 	      N		   0.0	0.0
4	 	 CACM-2666	  12	 	      N		   0.0	0.0
4	 	 CACM-1342	  13	 	      N		   0.0	0.0
4	 	 CACM-0074	  14	 	      N		   0.0	0.0
4	 	 CACM-0425	  15	 	      N		   0.0	0.0
4	 	 CACM-2133	  16	 	      N		   0.0	0.0
4	 	 CACM-2578	  17	 	      N		   0.0	0.0
4	 	 CACM-0943	  18	 	      N		   0.0	0.0
4	 	 CACM-0412	  19	 	      N		   0.0	0.0
4	 	 CACM-0876	  20	 	      N		   0.0	0.0
4	 	 CACM-0091	  21	 	      N		   0.0	0.0
4	 	 CACM-1150	  22	 	      N		   0.0	0.0
4	 	 CACM-0883	  23	 	      N		   0.0	0.0
4	 	 CACM-1250	  24	 	      N		   0.0	0.0
4	 	 CACM-1560	  25	 	      N		   0.0	0.0
4	 	 CACM-0232	  26	 	      N		   0.0	0.0
4	 	 CACM-0124	  27	 	      N		   0.0	0.0
4	 	 CACM-2173	  28	 	      N		   0.0	0.0
4	 	 CACM-2706	  29	 	      N		   0.0	0.0
4	 	 CACM-0345	  30	 	      N		   0.0	0.0
4	 	 CACM-0156	  31	 	      N		   0.0	0.0
4	 	 CACM-1338	  32	 	      N		   0.0	0.0
4	 	 CACM-1157	  33	 	      N		   0.0	0.0
4	 	 CACM-0346	  34	 	      N		   0.0	0.0
4	 	 CACM-1573	  35	 	      N		   0.0	0.0
4	 	 CACM-1667	  36	 	      N		   0.0	0.0
4	 	 CACM-1893	  37	 	      N		   0.0	0.0
4	 	 CACM-0877	  38	 	      N		   0.0	0.0
4	 	 CACM-1494	  39	 	      N		   0.0	0.0
4	 	 CACM-1692	  40	 	      N		   0.0	0.0
4	 	 CACM-2703	  41	 	      N		   0.0	0.0
4	 	 CACM-2215	  42	 	      N		   0.0	0.0
4	 	 CACM-2643	  43	 	      N		   0.0	0.0
4	 	 CACM-3137	  44	 	      N		   0.0	0.0
4	 	 CACM-1584	  45	 	      N		   0.0	0.0
4	 	 CACM-1833	  46	 	      N		   0.0	0.0
4	 	 CACM-2618	  47	 	      N		   0.0	0.0
4	 	 CACM-0327	  48	 	      N		   0.0	0.0
4	 	 CACM-1610	  49	 	      N		   0.0	0.0
4	 	 CACM-0753	  50	 	      N		   0.0	0.0
4	 	 CACM-2294	  51	 	      N		   0.0	0.0
4	 	 CACM-0253	  52	 	      N		   0.0	0.0
4	 	 CACM-1842	  53	 	      N		   0.0	0.0
4	 	 CACM-0975	  54	 	      N		   0.0	0.0
4	 	 CACM-0300	  55	 	      N		   0.0	0.0
4	 	 CACM-2678	  56	 	      N		   0.0	0.0
4	 	 CACM-1683	  57	 	      N		   0.0	0.0
4	 	 CACM-1224	  58	 	      N		   0.0	0.0
4	 	 CACM-1566	  59	 	      N		   0.0	0.0
4	 	 CACM-2077	  60	 	      N		   0.0	0.0
4	 	 CACM-2196	  61	 	      N		   0.0	0.0
4	 	 CACM-0052	  62	 	      N		   0.0	0.0
4	 	 CACM-0483	  63	 	      N		   0.0	0.0
4	 	 CACM-2281	  64	 	      N		   0.0	0.0
4	 	 CACM-3082	  65	 	      R		   0.015384615384615385	0.08333333333333333
4	 	 CACM-2170	  66	 	      N		   0.015151515151515152	0.08333333333333333
4	 	 CACM-2849	  67	 	      N		   0.014925373134328358	0.08333333333333333
4	 	 CACM-1435	  68	 	      N		   0.014705882352941176	0.08333333333333333
4	 	 CACM-2256	  69	 	      R		   0.028985507246376812	0.16666666666666666
4	 	 CACM-2661	  70	 	      N		   0.02857142857142857	0.16666666666666666
4	 	 CACM-2671	  71	 	      N		   0.028169014084507043	0.16666666666666666
4	 	 CACM-2501	  72	 	      N		   0.027777777777777776	0.16666666666666666
4	 	 CACM-2777	  73	 	      N		   0.0273972602739726	0.16666666666666666
4	 	 CACM-0088	  74	 	      N		   0.02702702702702703	0.16666666666666666
4	 	 CACM-2619	  75	 	      N		   0.02666666666666667	0.16666666666666666
4	 	 CACM-0303	  76	 	      N		   0.02631578947368421	0.16666666666666666
4	 	 CACM-1279	  77	 	      N		   0.025974025974025976	0.16666666666666666
4	 	 CACM-2740	  78	 	      N		   0.02564102564102564	0.16666666666666666
4	 	 CACM-1714	  79	 	      N		   0.02531645569620253	0.16666666666666666
4	 	 CACM-2883	  80	 	      N		   0.025	0.16666666666666666
4	 	 CACM-2672	  81	 	      N		   0.024691358024691357	0.16666666666666666
4	 	 CACM-0011	  82	 	      N		   0.024390243902439025	0.16666666666666666
4	 	 CACM-2248	  83	 	      N		   0.024096385542168676	0.16666666666666666
4	 	 CACM-2745	  84	 	      N		   0.023809523809523808	0.16666666666666666
4	 	 CACM-0014	  85	 	      N		   0.023529411764705882	0.16666666666666666
4	 	 CACM-1274	  86	 	      N		   0.023255813953488372	0.16666666666666666
4	 	 CACM-2575	  87	 	      N		   0.022988505747126436	0.16666666666666666
4	 	 CACM-1624	  88	 	      N		   0.022727272727272728	0.16666666666666666
4	 	 CACM-3020	  89	 	      N		   0.02247191011235955	0.16666666666666666
4	 	 CACM-1351	  90	 	      N		   0.022222222222222223	0.16666666666666666
4	 	 CACM-1567	  91	 	      N		   0.02197802197802198	0.16666666666666666
4	 	 CACM-1780	  92	 	      N		   0.021739130434782608	0.16666666666666666
4	 	 CACM-2554	  93	 	      N		   0.021505376344086023	0.16666666666666666
4	 	 CACM-1749	  94	 	      R		   0.031914893617021274	0.25
4	 	 CACM-1689	  95	 	      N		   0.031578947368421054	0.25
4	 	 CACM-1899	  96	 	      N		   0.03125	0.25
4	 	 CACM-2213	  97	 	      N		   0.030927835051546393	0.25
4	 	 CACM-2255	  98	 	      N		   0.030612244897959183	0.25
4	 	 CACM-2504	  99	 	      N		   0.030303030303030304	0.25
4	 	 CACM-1601	  100	 	      N		   0.03	0.25
P@5 for query 4 is: 0.0
P@20 for query 4 is: 0.0
5	 	 CACM-1395	  1	 	      N		   0.0	0.0
5	 	 CACM-2942	  2	 	      N		   0.0	0.0
5	 	 CACM-0173	  3	 	      N		   0.0	0.0
5	 	 CACM-0153	  4	 	      N		   0.0	0.0
5	 	 CACM-0164	  5	 	      N		   0.0	0.0
5	 	 CACM-2271	  6	 	      N		   0.0	0.0
5	 	 CACM-0267	  7	 	      N		   0.0	0.0
5	 	 CACM-2960	  8	 	      N		   0.0	0.0
5	 	 CACM-0493	  9	 	      N		   0.0	0.0
5	 	 CACM-0756	  10	 	      N		   0.0	0.0
5	 	 CACM-0022	  11	 	      N		   0.0	0.0
5	 	 CACM-0117	  12	 	      N		   0.0	0.0
5	 	 CACM-0529	  13	 	      N		   0.0	0.0
5	 	 CACM-2078	  14	 	      N		   0.0	0.0
5	 	 CACM-3137	  15	 	      N		   0.0	0.0
5	 	 CACM-1435	  16	 	      N		   0.0	0.0
5	 	 CACM-0606	  17	 	      N		   0.0	0.0
5	 	 CACM-1101	  18	 	      N		   0.0	0.0
5	 	 CACM-0023	  19	 	      N		   0.0	0.0
5	 	 CACM-2329	  20	 	      N		   0.0	0.0
5	 	 CACM-2718	  21	 	      N		   0.0	0.0
5	 	 CACM-2585	  22	 	      N		   0.0	0.0
5	 	 CACM-2508	  23	 	      N		   0.0	0.0
5	 	 CACM-0491	  24	 	      N		   0.0	0.0
5	 	 CACM-2782	  25	 	      N		   0.0	0.0
5	 	 CACM-3144	  26	 	      N		   0.0	0.0
5	 	 CACM-0400	  27	 	      N		   0.0	0.0
5	 	 CACM-0333	  28	 	      N		   0.0	0.0
5	 	 CACM-1969	  29	 	      N		   0.0	0.0
5	 	 CACM-0946	  30	 	      N		   0.0	0.0
5	 	 CACM-1272	  31	 	      N		   0.0	0.0
5	 	 CACM-2738	  32	 	      N		   0.0	0.0
5	 	 CACM-2225	  33	 	      N		   0.0	0.0
5	 	 CACM-2553	  34	 	      N		   0.0	0.0
5	 	 CACM-2689	  35	 	      N		   0.0	0.0
5	 	 CACM-0149	  36	 	      N		   0.0	0.0
5	 	 CACM-2607	  37	 	      N		   0.0	0.0
5	 	 CACM-2067	  38	 	      N		   0.0	0.0
5	 	 CACM-2964	  39	 	      N		   0.0	0.0
5	 	 CACM-2502	  40	 	      N		   0.0	0.0
5	 	 CACM-0063	  41	 	      N		   0.0	0.0
5	 	 CACM-2193	  42	 	      N		   0.0	0.0
5	 	 CACM-1852	  43	 	      N		   0.0	0.0
5	 	 CACM-1483	  44	 	      N		   0.0	0.0
5	 	 CACM-3174	  45	 	      N		   0.0	0.0
5	 	 CACM-2860	  46	 	      N		   0.0	0.0
5	 	 CACM-2626	  47	 	      N		   0.0	0.0
5	 	 CACM-0799	  48	 	      N		   0.0	0.0
5	 	 CACM-2647	  49	 	      N		   0.0	0.0
5	 	 CACM-1738	  50	 	      N		   0.0	0.0
5	 	 CACM-1314	  51	 	      N		   0.0	0.0
5	 	 CACM-2230	  52	 	      N		   0.0	0.0
